index geno pheno1 pheno2 fit
4708 1 1.0438 0.94101 1.01773
4709 1 1.14536 -0.0220554 1.04503
4710 1 1.46487 0.745578 1.0641
4711 1 2.16761 1.88701 1.04903
4712 1 0.523099 1.58916 0.978749
4713 2 0.645335 2.61831 0.945297
4714 0 -0.711366 -0.202549 0.969139
4715 1 2.69344 0.0181394 1.14959
4716 2 1.25296 0.820732 1.04136
4717 0 -0.252213 0.518353 0.983275
4718 1 1.81569 1.62634 1.04392
4719 2 3.16566 1.41954 1.10876
4720 1 2.47981 1.81529 1.06663
4721 1 2.48499 1.04047 1.08145
4722 0 -0.486238 0.127969 0.986299
4723 1 1.69034 -0.424267 1.11204
4724 2 3.47314 0.978466 1.13801
4725 1 0.814505 1.0277 1.013
4726 0 1.10495 1.39665 1.02543
4727 0 -1.28431 2.59712 0.879081
4728 2 0.851191 1.86635 0.985999
4729 1 0.438957 0.657681 1.00768
4730 0 -1.29931 -0.660325 0.972537
4731 1 -1.6314 1.32385 0.894341
4732 0 -1.73189 -0.798741 0.939366
4733 1 0.738869 0.561296 1.01853
4734 1 1.11182 1.20377 1.02896
4735 1 2.92443 1.16851 1.10119
4736 0 -0.560145 0.468603 0.945726
4737 2 2.82838 2.42628 1.05423
4738 2 0.873687 1.29668 0.990923
4739 0 -0.506021 0.222551 0.985932
4740 1 1.80386 2.59708 1.00784
4741 1 1.51968 -0.659343 1.09425
4742 2 1.87259 2.77316 0.999162
4743 1 -0.579057 1.08793 0.943995
4744 2 1.29976 4.43486 0.946181
4745 0 0.0356816 0.0242374 0.993881
4746 1 1.84755 0.966555 1.05803
4747 0 0.107846 0.796602 0.977885
4748 1 -0.556137 0.773719 0.958741
4749 0 -0.441408 0.0502026 0.961142
4750 1 0.105509 -0.185968 1.02732
4751 0 0.848416 1.20625 1.0261
4752 0 0.594953 0.538713 1.00807
4753 0 0.952484 1.30071 1.0242
4754 1 -0.460656 2.39352 0.91589
4755 1 1.3535 1.02633 1.03943
4756 0 0.344621 2.25493 0.944646
4757 2 0.12626 1.42574 0.970436
4758 0 -0.518019 -2.40621 1.04579
4759 1 0.480731 0.542806 1.00006
4760 1 -0.813857 -0.698901 0.971888
4761 0 -0.469854 0.728144 0.969218
4762 1 0.289439 0.263655 1.00039
4763 1 2.00195 3.51609 1.00006
4764 2 1.73879 2.60709 1.00898
4765 1 1.11772 1.42593 1.00274
4766 2 4.07209 2.07543 1.12998
4767 0 -0.919373 -0.505341 0.958307
4768 2 1.05187 2.67605 0.970311
4769 1 0.723518 3.07359 0.951168
4770 1 3.18084 0.822068 1.14383
4771 1 1.98692 1.95965 1.05455
4772 1 0.89483 0.959278 1.01516
4773 1 1.66435 1.5058 1.02865
4774 0 -0.484868 -1.89843 1.04115
4775 0 -0.296713 -1.13307 1.02396
4776 1 0.789816 3.40583 0.947339
4777 0 0.109967 1.39537 0.965093
4778 0 -1.2051 2.08177 0.878402
4779 1 1.48026 2.06649 1.01056
4780 0 1.39624 -1.84466 1.1286
4781 0 -0.0160872 0.82034 0.98471
4782 1 -0.168369 0.821376 0.966373
4783 0 0.860064 -2.60101 1.11196
4784 1 2.40995 0.651403 1.09934
4785 1 -0.302834 0.0629887 0.985843
4786 0 0.15833 0.0312547 0.998354
4787 0 1.98085 0.136036 1.09412
4788 1 -0.114014 0.857665 0.974302
4789 1 -0.365305 0.397959 0.978334
4790 1 1.48003 0.271634 1.06214
4791 0 0.637738 0.174894 1.03897
4792 0 -1.53571 0.0406307 0.927177
4793 1 -0.187741 0.544051 0.972513
4794 1 1.33405 2.30672 0.989606
4795 1 2.03962 1.22701 1.05157
4796 0 0.280304 0.147208 1.01217
4797 0 -0.695124 -0.180143 0.945417
4798 2 0.797103 -1.00563 1.06533
4799 1 2.61815 1.86241 1.08893
4800 1 0.413875 0.214403 1.02609
4801 0 -1.48539 -0.0399709 0.946914
4802 1 0.746607 0.784137 1.0122
4803 0 -1.36292 -0.0611576 0.941901
4804 0 -0.568553 0.357678 0.966998
4805 1 0.842959 2.06175 0.977726
4806 1 -0.07704 0.344447 0.981114
4807 0 -0.91019 1.32038 0.910504
4808 0 0.772394 0.410686 1.0392
4809 1 1.90687 1.40835 1.03868
4810 1 0.289783 0.359608 1.01888
4811 1 2.00399 2.78518 1.02608
4812 0 0.306568 0.465253 0.989136
4813 0 0.622274 -1.54152 1.09116
4814 1 0.475055 1.63644 0.976933
4815 2 2.0704 3.49403 1.00335
4816 1 0.104289 1.02841 0.97638
4817 1 1.72156 1.83292 1.03034
4818 1 1.48756 0.833516 1.02315
4819 0 1.31745 -1.92608 1.11857
4820 0 -0.837373 0.6896 0.943531
4821 0 0.551342 0.422646 1.00731
4822 0 0.38826 -0.191184 1.02201
4823 0 0.210131 -0.987994 1.04418
4824 2 1.04034 1.72197 0.987104
4825 1 -0.255164 0.77998 0.964494
4826 1 0.0369146 -0.528282 1.02184
4827 1 0.5235 3.01828 0.948108
4828 1 -1.22155 1.29417 0.910927
4829 1 0.757064 0.916322 1.00995
4830 0 1.23026 0.0281727 1.07065
4831 0 -0.449605 0.548959 0.982384
4832 0 -0.566128 0.7679 0.95045
4833 1 0.0483319 0.384805 0.989267
4834 0 -0.00901528 0.914303 0.986729
4835 0 0.265693 -0.523645 1.05271
4836 0 -0.182554 1.13341 0.949953
4837 1 0.412288 1.33269 0.976952
4838 0 1.04091 3.11502 0.94492
4839 2 1.59576 1.12209 1.04572
4840 1 1.97687 0.170789 1.11394
4841 1 1.03757 2.14855 0.994789
4842 0 1.60185 1.15189 1.03701
4843 1 0.0815397 0.433373 0.979183
4844 1 3.00131 2.26737 1.08291
4845 0 -1.14659 0.986645 0.919415
4846 0 -0.768758 -0.966185 0.98322
4847 1 1.51239 1.38125 1.02202
4848 2 2.77406 3.31988 1.05714
4849 0 -0.315863 -1.01829 1.01011
4850 2 1.61124 1.64122 1.02607
4851 0 1.20907 0.492746 1.04691
4852 2 1.11646 2.22704 0.983427
4853 1 -0.816321 1.70605 0.914125
4854 0 0.778672 1.87432 0.978151
4855 0 -0.14081 1.04052 0.97661
4856 1 1.71699 1.5132 1.05854
4857 2 0.808918 2.56294 0.97739
4858 1 2.16323 -0.598073 1.11969
4859 1 0.373028 2.6063 0.956104
4860 1 1.50461 0.802011 1.04642
4861 2 1.21357 2.32961 0.990836
4862 1 1.48472 1.92208 1.03218
4863 1 1.0315 1.30136 1.01223
4864 0 1.06548 0.571728 1.0186
4865 1 1.0618 -0.186678 1.06195
4866 2 3.09716 3.14033 1.05417
4867 0 0.703223 -0.0387773 1.00475
4868 1 1.72057 -0.297189 1.09064
4869 2 2.12593 1.27015 1.06303
4870 1 -1.50815 -0.93426 0.947008
4871 0 -1.41205 -0.663382 0.946183
4872 1 2.61255 2.2166 1.06007
4873 2 0.937578 3.67506 0.951332
4874 0 -0.0549915 1.16074 0.950557
4875 0 -1.83845 -0.969189 0.93674
4876 0 1.0554 0.181284 1.04195
4877 2 3.03976 1.61106 1.10529
4878 0 1.52513 -0.956774 1.12564
4879 1 0.764144 1.5861 0.998711
4880 0 -0.122953 0.365001 0.997789
4881 1 -0.0539409 0.553129 0.982306
4882 1 0.631495 0.56403 1.0169
4883 1 -0.172981 1.12402 0.961028
4884 2 2.52156 4.26265 0.985493
4885 0 0.872333 -0.525198 1.07102
4886 0 -1.28631 -0.838351 0.948974
4887 0 -0.245762 -2.08212 1.05538
4888 1 1.6205 1.33921 1.0577
4889 1 1.89326 0.681951 1.08488
4890 0 1.07635 -0.844057 1.07506
4891 0 -0.985587 0.615095 0.941783
4892 2 2.99228 4.60811 1.00949
4893 0 0.852225 0.539323 1.02334
4894 0 1.08878 -0.514068 1.06862
4895 1 3.10402 0.844212 1.12661
4896 1 2.0516 2.34221 1.02049
4897 0 1.38949 0.724199 1.05149
4898 1 1.82704 1.38264 1.05216
4899 1 0.0933582 0.81111 0.985724
4900 0 -0.0481512 1.05247 0.976938
4901 1 -0.394925 0.216112 1.00031
4902 2 3.37933 1.27012 1.14673
4903 1 0.807548 2.3653 0.962102
4904 0 -0.269179 1.5763 0.938592
4905 1 0.568552 0.168524 1.01193
4906 0 -0.0849472 -0.424942 0.996338
4907 1 1.63949 1.0921 1.03856
4908 0 -1.14145 -0.690401 0.958851
4909 1 0.59471 0.117189 1.02082
4910 2 1.21995 0.828652 1.03137
4911 1 2.1535 1.28487 1.08852
4912 1 0.641203 1.06768 0.977537
4913 0 -1.77044 -0.159743 0.919057
4914 2 3.82317 1.46819 1.13541
4915 0 -0.602037 -0.878637 1.0046
4916 1 3.03436 1.52649 1.10849
4917 2 2.63436 1.88872 1.08797
4918 2 0.439787 1.56024 0.981015
4919 1 0.320911 1.21602 0.966782
4920 1 0.569449 0.889038 1.02544
4921 1 1.78161 1.30385 1.06487
4922 1 -0.245038 0.34129 0.947891
4923 0 -0.0645424 0.751042 0.948588
4924 0 1.10847 -0.646821 1.06249
4925 1 3.34341 0.536147 1.15893
4926 1 0.639639 0.274351 1.02677
4927 2 0.990949 1.77668 0.986735
4928 1 1.13869 1.65734 1.00203
4929 0 0.314693 -0.486208 1.02263
4930 0 0.185607 0.599031 0.978985
4931 0 -0.455799 -0.548437 0.99986
4932 1 1.00424 2.34138 0.979345
4933 1 -0.205836 2.27146 0.915505
4934 1 1.14388 0.259133 1.06644
4935 0 0.509704 0.61768 1.00979
4936 1 0.736645 2.16482 0.976682
4937 1 1.0431 1.04896 1.00904
4938 1 0.174136 -0.130059 1.00804
4939 1 1.78708 0.632839 1.06797
4940 1 1.75537 0.759923 1.07236
4941 0 0.290125 -0.641809 1.03088
4942 2 1.35064 3.03309 0.990928
4943 0 0.367919 0.176098 1.0128
4944 1 1.4947 0.537103 1.0586
4945 1 0.616679 0.570356 1.03261
4946 0 1.11078 -0.25219 1.05525
4947 1 0.576587 1.33148 0.993067
4948 0 -0.123055 0.622183 0.972215
4949 0 1.82473 -0.187933 1.09511
4950 1 1.0067 1.5014 1.00326
4951 0 -1.8213 -0.895016 0.950837
4952 0 0.336342 0.148368 1.00983
4953 1 1.83915 0.00425826 1.08014
4954 0 -0.948715 1.33011 0.909182
4955 1 -0.478184 1.433 0.933577
4956 0 0.00286829 -1.87193 1.04129
4957 0 -0.145781 0.330735 0.981228
4958 0 -1.77984 2.31646 0.849264
4959 1 1.37816 0.521862 1.05442
4960 1 0.586123 1.61765 0.976432
4961 1 2.19039 1.9919 1.04254
4962 1 0.686255 0.878888 1.02528
4963 1 0.305175 4.11372 0.896643
4964 1 -0.460663 -0.0422621 0.985222
4965 0 -0.661675 -0.0954637 0.984491
4966 1 0.808867 0.787308 1.01079
4967 2 0.496222 1.5477 0.983952
4968 1 1.74577 1.36149 1.0401
4969 1 1.92053 -0.316854 1.11612
4970 1 1.64497 1.33393 1.05045
4971 2 2.498 3.8789 0.98738
4972 2 1.45007 1.90205 1.01361
4973 0 0.0807323 -0.0877097 1.01748
4974 2 3.17825 2.17298 1.0971
4975 1 0.823822 0.877726 1.0058
4976 1 0.873899 2.39356 0.97107
4977 1 1.29046 -0.595419 1.09506
4978 0 -0.0563812 0.71415 0.987664
4979 1 0.158206 1.30875 0.965801
4980 1 0.411874 0.547052 1.01185
4981 1 0.910609 0.136777 1.04644
4982 1 2.04246 1.02464 1.07311
4983 0 1.97025 -0.967661 1.1231
4984 0 -1.44656 0.803397 0.902642
4985 0 1.11978 -0.633315 1.07247
4986 0 -0.674872 0.865361 0.960082
4987 1 3.03681 2.37673 1.06742
4988 0 0.147395 0.867584 0.978777
4989 1 0.738695 -0.0417013 1.03408
4990 1 3.08675 1.19036 1.1186
4991 2 1.42313 2.747 0.996012
4992 1 1.76909 -0.343378 1.10865
4993 2 1.5148 -0.2717 1.10336
4994 1 3.06297 0.99112 1.13072
4995 1 1.21936 1.03821 1.02053
4996 1 2.51498 0.321441 1.11106
4997 1 0.874485 0.379404 1.0468
4998 1 1.75924 1.88486 1.0262
4999 2 1.42953 4.02273 0.955217
5000 1 1.65821 1.98987 1.00413
5001 0 -0.0787979 0.0169567 0.987384
5002 1 0.738355 0.926005 1.00045
5003 0 -1.13366 0.660786 0.923454
5004 2 2.06399 1.99509 1.03862
5005 0 -0.162547 -0.306678 0.993802
5006 0 -1.36431 -0.357996 0.938675
5007 1 1.10151 0.656823 1.027
5008 0 1.56126 -0.341457 1.08973
5009 0 -0.0339967 1.01646 0.965327
5010 1 1.18617 1.4567 1.02443
5011 0 -0.252389 -2.71111 1.0689
5012 1 1.21561 3.08019 0.97122
5013 1 0.160099 2.38392 0.935451
5014 1 1.99457 1.31604 1.06435
5015 1 0.113017 1.47656 0.963323
5016 2 2.19575 1.7977 1.05331
5017 0 -2.04631 -0.833118 0.931223
5018 0 1.41478 0.500497 1.05103
5019 1 3.67225 0.483674 1.1723
5020 2 2.52863 0.797683 1.12244
5021 1 1.37368 1.90543 1.01177
5022 1 0.282603 0.292546 1.01805
5023 1 0.455817 2.55457 0.934629
5024 0 -2.11877 0.64643 0.886112
5025 1 3.09535 1.10502 1.10815
5026 1 0.0213242 -0.0917 0.996289
5027 1 1.54872 1.87939 1.02173
5028 0 0.676354 -0.173492 1.03234
5029 2 3.34807 2.25457 1.09322
5030 1 0.57529 0.0883013 1.03111
5031 0 0.525308 -0.0221443 1.01222
5032 2 2.38692 3.3249 1.01574
5033 1 1.68088 3.22816 1.00729
5034 0 -1.16121 1.11346 0.911417
5035 1 0.349851 2.26145 0.961216
5036 0 -0.201029 0.301831 0.980867
5037 0 -0.527701 -1.00799 0.995588
5038 2 1.51777 1.40154 1.03774
5039 0 -0.147747 -1.69448 1.05323
5040 1 0.141928 1.22727 0.96315
5041 1 2.12394 2.58886 1.02292
5042 0 0.299313 2.21433 0.953622
5043 1 -1.59894 1.95819 0.87312
5044 2 1.77726 3.64175 0.979188
5045 0 1.62388 -1.68361 1.15316
5046 2 1.02464 1.93393 1.00002
5047 1 0.981076 2.31291 0.985301
5048 0 -0.359498 0.0670273 0.994519
5049 0 0.338754 0.475701 1.00812
5050 1 -0.437511 1.20267 0.937881
5051 0 1.33048 0.379812 1.05125
5052 1 -0.836067 0.72718 0.94549
5053 0 -0.890139 -0.835586 0.982032
5054 1 -0.215907 1.42956 0.949453
5055 0 1.18377 0.706304 1.04154
5056 1 0.667189 0.966763 0.99515
5057 0 -0.547748 0.240599 0.974117
5058 1 2.34312 1.10818 1.07834
5059 0 0.987972 -0.166769 1.04163
5060 0 -1.11437 0.519319 0.919619
5061 2 3.00155 0.919151 1.11263
5062 1 0.865171 2.27457 0.986414
5063 1 -0.0319616 1.55676 0.920111
5064 1 2.20752 1.00128 1.0739
5065 0 0.632596 -1.19505 1.07006
5066 1 -0.237596 0.337305 0.956748
5067 1 0.214307 1.87299 0.963834
5068 0 -0.104578 -0.7417 1.01636
5069 0 -0.707041 1.70538 0.894982
5070 0 -0.226321 -0.530767 1.01915
5071 1 0.349875 0.230422 1.0233
5072 0 0.100457 -0.485052 1.00933
5073 0 0.925711 -1.66732 1.08875
5074 0 -3.04925 -2.02573 0.899397
5075 1 1.75594 1.75555 1.03209
5076 1 1.85694 0.728935 1.06683
5077 0 -0.733023 0.31503 0.94992
5078 2 0.560989 1.92371 0.966007
5079 0 0.307569 0.485203 1.00204
5080 2 4.31318 1.55985 1.15766
5081 0 -0.476274 -2.80653 1.0517
5082 1 2.93546 -0.238879 1.14973
5083 1 -0.275042 -0.550227 0.984284
5084 0 -0.231097 0.0455715 0.983071
5085 0 -0.602346 -1.68535 1.02667
5086 1 1.71044 2.20425 1.00731
5087 0 0.40214 0.47505 1.0061
5088 1 3.37478 1.42671 1.12038
5089 1 2.66973 1.63691 1.07543
5090 0 0.882706 0.696536 1.03144
5091 0 1.47479 -1.2893 1.11456
5092 0 1.47565 0.380074 1.05538
5093 0 0.74367 -1.18551 1.07377
5094 1 1.29959 0.0633151 1.06029
5095 1 0.358959 -1.11132 1.04173
5096 1 -0.918097 1.81183 0.906947
5097 0 0.164358 -0.382383 1.02444
5098 0 1.13365 0.633713 1.04696
5099 1 1.95482 1.53001 1.04964
5100 0 1.73197 0.084674 1.08643
5101 2 1.66865 1.28233 1.05389
5102 0 -1.02208 1.26712 0.921732
5103 1 0.279627 0.495782 1.01526
5104 1 2.23759 -0.393184 1.13309
5105 0 0.224599 -1.52659 1.02351
5106 1 -0.534452 -1.45002 0.997862
5107 1 0.0390201 0.847245 0.970472
5108 2 2.00801 1.49927 1.05148
5109 1 1.35205 1.06478 1.05615
5110 1 1.45802 1.46659 1.01931
5111 0 -0.446109 0.523322 0.962904
5112 1 0.174828 2.33827 0.934649
5113 1 1.65057 2.88475 0.994672
5114 0 0.341858 -0.996964 1.05895
5115 1 1.53758 1.51914 1.02238
5116 1 1.59357 1.84502 1.03747
5117 1 1.60986 0.874097 1.03261
5118 1 0.674754 1.07707 1.00044
5119 0 -0.0452424 0.161298 0.979934
5120 0 0.47046 1.72638 0.963394
5121 0 0.792364 -0.209649 1.046
5122 1 -0.865593 0.385097 0.943182
5123 2 0.951833 3.26799 0.954896
5124 1 1.41993 0.412257 1.05759
5125 1 0.43567 -2.12332 1.05802
5126 1 0.609924 0.442637 1.00945
5127 1 3.18129 0.499082 1.15134
5128 0 -0.505589 0.427629 0.965005
5129 0 1.13135 0.303318 1.04972
5130 1 0.646746 2.73845 0.958622
5131 2 1.2138 2.39867 0.971884
5132 1 0.411121 -0.350181 1.042
5133 1 1.00486 1.77242 0.991124
5134 0 1.89368 -0.851225 1.12769
5135 1 1.1204 0.6861 1.0353
5136 1 0.693149 0.503329 1.00835
5137 1 2.51282 1.62016 1.07105
5138 1 -0.0260609 0.666614 0.984043
5139 0 -0.0454481 0.912667 0.96643
5140 1 1.1541 0.346487 1.04555
5141 0 0.377498 1.34617 0.989034
5142 1 2.35284 1.47294 1.0672
5143 2 2.92601 0.986152 1.11346
5144 2 2.49919 1.94504 1.06342
5145 0 1.64689 -0.456169 1.1056
5146 1 -1.19316 0.0653811 0.92787
5147 0 0.608529 0.252939 1.02497
5148 1 0.573513 1.67969 0.988303
5149 1 0.514859 1.45291 0.968531
5150 0 -1.3101 -0.395434 0.932135
5151 0 1.05209 0.689888 1.01881
5152 1 2.69158 0.871557 1.10714
5153 1 1.17817 2.78796 0.989217
5154 1 0.280504 1.41055 0.97624
5155 1 0.10391 0.897038 0.977093
5156 1 1.7145 -0.518456 1.09278
5157 1 -0.950106 -0.329563 0.951694
5158 1 1.01579 1.90922 0.991026
5159 0 -0.478535 -1.1062 1.00056
5160 0 1.17582 -0.889121 1.07798
5161 1 2.06204 0.369833 1.08955
5162 1 1.68466 0.271687 1.07966
5163 2 2.40213 -0.481463 1.14224
5164 1 -0.175662 0.927263 0.962674
5165 2 3.17248 2.94906 1.07444
5166 0 0.0624858 -0.42715 1.01705
5167 0 -0.295363 0.116421 0.995608
5168 1 0.844773 0.786119 1.02246
5169 2 1.80729 2.12882 1.02935
5170 2 1.81456 2.50422 1.03181
5171 0 -0.193602 0.718845 0.985178
5172 1 1.05681 0.867716 1.03131
5173 0 0.141199 0.78565 0.969479
5174 2 1.85435 1.93528 1.05175
5175 0 1.09535 -0.355048 1.05929
5176 2 2.70697 2.92293 1.05468
5177 1 -1.06107 0.887326 0.90894
5178 1 0.533582 1.93074 0.960984
5179 0 0.538459 -0.155447 1.03068
5180 1 0.944426 1.90562 0.981793
5181 1 0.439998 0.138058 1.00865
5182 1 1.38512 -0.612773 1.08532
5183 1 1.8917 -0.238345 1.10746
5184 1 0.289967 1.6378 0.980485
5185 1 2.00712 1.96355 1.04095
5186 0 2.25107 0.413426 1.10399
5187 1 1.66746 3.40396 0.975906
5188 2 1.45675 0.266493 1.05339
5189 1 2.13498 2.59868 1.02533
5190 0 -0.121224 0.973824 0.983554
5191 1 0.727399 1.46431 0.998331
5192 0 -0.123594 -1.0847 1.0294
5193 2 1.52107 2.40841 0.996792
5194 1 1.64359 3.33374 0.969227
5195 0 0.69883 1.31008 0.991555
5196 1 1.63066 1.08599 1.05277
5197 0 0.182439 1.13251 0.979171
5198 0 -1.28742 -0.939454 0.960387
5199 1 3.71379 1.09112 1.15145
5200 1 -0.432881 0.563911 0.932788
5201 0 1.71269 -0.496169 1.10685
5202 1 0.636031 -0.524599 1.04679
5203 2 2.3469 1.5684 1.0855
5204 1 1.14213 1.34479 1.01746
5205 1 0.272373 -0.550823 1.04058
5206 0 1.26321 -0.288258 1.07255
5207 1 1.82051 1.23352 1.05629
5208 0 -0.683749 0.304056 0.965493
5209 0 -1.02878 0.342903 0.925974
5210 1 0.655793 -0.174952 1.03633
5211 2 2.58919 2.1973 1.07066
5212 0 0.00931286 1.08783 0.970393
5213 1 0.731918 1.19632 0.991222
5214 1 0.799042 0.580722 1.02021
5215 0 0.0881457 0.356473 0.996764
5216 2 1.90522 3.09164 1.00472
5217 1 0.351921 -0.40815 1.02973
5218 1 0.713924 3.58806 0.931773
5219 1 -0.567348 2.96053 0.868482
5220 0 0.252824 -1.07064 1.05566
5221 0 -0.173915 -1.05293 1.01755
5222 1 1.97492 1.72924 1.05664
5223 0 -0.210817 -1.17587 1.01528
5224 0 -1.04791 0.8661 0.916916
5225 1 -1.26088 1.52654 0.878793
5226 1 0.254013 2.6429 0.92823
5227 1 0.766683 0.407654 1.02677
5228 2 0.680483 0.97799 1.02205
5229 1 1.46692 1.77521 1.03107
5230 0 0.673169 0.120729 1.03325
5231 1 -0.241194 1.48936 0.929956
5232 1 -0.840267 0.456683 0.933635
5233 2 1.83662 2.02071 1.03409
5234 1 1.10011 1.5666 1.01162
5235 1 1.6258 1.41856 1.02188
5236 1 0.215057 1.00528 0.987412
5237 1 0.927922 -0.957803 1.06875
5238 1 0.935672 2.9735 0.96138
5239 2 1.82 1.33114 1.0477
5240 1 0.32233 1.74258 0.952541
5241 1 1.97794 0.855579 1.0722
5242 1 2.35984 2.99987 1.03025
5243 1 1.16578 1.37088 1.01585
5244 1 0.307839 1.58439 0.960555
5245 1 -0.172178 0.16645 0.99616
5246 1 3.25126 1.271 1.12448
5247 0 1.1735 0.542347 1.03843
5248 0 -0.472284 0.5541 0.953891
5249 1 1.71311 1.62565 1.04727
5250 1 1.58351 -2.07947 1.14136
5251 1 0.56012 1.03881 0.97375
5252 0 1.30227 -0.663294 1.10159
5253 2 1.58785 2.61414 0.995615
5254 1 0.865247 0.660815 1.0407
5255 1 2.14579 -1.44456 1.12169
5256 2 2.8435 1.58284 1.09536
5257 1 1.21042 -0.442138 1.07542
5258 0 -0.868461 -0.066729 0.955032
5259 1 1.28554 1.37776 1.01254
5260 0 -0.341261 0.988229 0.952279
5261 0 1.47727 -1.19033 1.08996
5262 0 1.91102 -1.14305 1.14114
5263 1 0.840958 1.87092 0.976973
5264 1 0.968947 1.13709 1.00722
5265 1 1.33614 0.458626 1.04387
5266 0 0.252592 0.518319 1.00186
5267 1 0.47501 0.323878 1.02437
5268 1 1.65368 1.28274 1.05065
5269 1 2.07236 0.24781 1.08977
5270 1 0.857354 1.0883 1.00215
5271 2 2.97782 -0.36011 1.16535
5272 0 -0.518427 0.167289 0.961523
5273 0 1.65101 0.290483 1.08267
5274 1 1.91629 -0.258227 1.1039
5275 2 1.90559 2.81335 1.01396
5276 2 2.49636 2.58204 1.04606
5277 2 1.93893 1.16984 1.05307
5278 1 1.83778 -0.854918 1.10614
5279 1 0.0443871 1.32168 0.966505
5280 2 1.78169 3.09065 0.997705
5281 0 0.449074 -1.69808 1.06898
5282 1 0.14639 1.53895 0.949835
5283 1 0.26159 3.55581 0.917362
5284 0 -0.355767 -1.47205 1.03106
5285 1 -0.661295 0.0390827 0.959325
5286 1 0.786782 1.46253 1.01201
5287 1 1.02682 0.369485 1.03684
5288 0 0.111351 -1.00225 1.04037
5289 1 0.779709 0.83371 1.0011
5290 1 2.16083 2.62523 1.02584
5291 0 0.474023 0.678758 1.00657
5292 2 1.23983 2.4045 1.00083
5293 1 0.366988 1.5881 0.975392
5294 1 1.28412 1.01819 1.02497
5295 2 0.990477 2.45346 0.987278
5296 1 0.952972 1.321 0.992837
5297 2 3.11035 1.65859 1.0938
5298 1 2.79327 -0.0126671 1.1519
5299 0 -0.5529 1.52516 0.920163
5300 0 1.8333 0.646643 1.06827
5301 0 0.239003 0.633196 1.00118
5302 1 -0.226534 -0.08959 1.00429
5303 0 -0.53142 -1.15749 1.00646
5304 2 1.71191 3.09697 0.99396
5305 1 0.418951 2.02525 0.9706
5306 0 1.12229 0.871397 1.02578
5307 0 1.88405 -1.93083 1.15771
5308 2 1.54746 4.16951 0.942313
5309 2 1.97798 4.13537 0.969197
5310 1 1.96505 2.19975 1.02574
5311 1 0.0599828 1.06345 0.982302
5312 1 1.25452 0.936016 1.03756
5313 2 -0.0220735 0.979552 0.971975
5314 0 0.129454 -0.393557 1.02829
5315 0 0.678334 -0.533573 1.03651
5316 1 0.276211 0.470949 0.991403
5317 0 -1.1936 0.96321 0.908224
5318 1 -1.18696 1.43106 0.8833
5319 2 1.10013 4.24338 0.920842
5320 1 1.84023 1.07549 1.05294
5321 0 -1.22998 1.50151 0.900095
5322 0 -0.387104 0.79461 0.962559
5323 1 -1.16005 1.27722 0.917934
5324 0 0.278646 1.02624 0.982368
5325 0 -1.83414 0.0848614 0.912807
5326 2 2.37187 0.0915563 1.10976
5327 1 2.81452 1.9897 1.08651
5328 0 -0.0698171 0.997673 0.954171
5329 0 0.951908 -0.395215 1.0633
5330 0 -0.47689 -0.636869 1.01739
5331 1 0.911202 0.964534 1.01964
5332 0 0.345461 -0.0542978 1.00753
5333 1 0.963689 0.718454 1.02551
5334 0 0.202467 0.269087 1.02154
5335 0 -0.12587 -2.09499 1.0605
5336 0 -0.284824 -0.576463 1.00625
5337 1 0.364328 0.159719 1.00989
5338 0 0.617431 -0.914508 1.04698
5339 1 0.999931 2.06272 0.993002
5340 1 2.64247 1.40058 1.08942
5341 2 1.6452 1.95254 1.01171
5342 0 2.44564 -0.755948 1.14028
5343 1 -0.805626 1.55638 0.909658
5344 1 0.884505 1.23453 1.02176
5345 0 -1.32044 0.29325 0.917672
5346 2 4.19148 1.75611 1.14606
5347 2 2.20833 0.462353 1.08768
5348 1 1.66748 2.34134 1.01128
5349 1 1.54083 1.71427 1.03045
5350 1 0.855186 1.07686 0.997152
5351 1 -1.34719 0.663474 0.907797
5352 1 1.68243 1.05628 1.05389
5353 1 0.500915 -1.20096 1.0712
5354 2 3.39659 2.33194 1.10156
5355 2 1.61113 3.16467 0.97703
5356 0 -0.0423647 0.369911 0.985133
5357 1 0.31801 1.63242 0.966615
5358 0 -0.705156 1.54317 0.928813
5359 2 2.27286 2.24001 1.05185
5360 1 -1.45282 1.59232 0.887803
5361 2 2.10505 1.92887 1.05554
5362 0 -1.40662 0.540475 0.89119
5363 1 0.399684 1.24282 0.988625
5364 0 0.63864 -1.89263 1.08401
5365 1 0.807851 1.02899 0.991028
5366 1 1.18786 2.10096 0.99617
5367 1 -0.732575 1.1534 0.915562
5368 1 0.658598 1.20921 0.976159
5369 1 3.02417 1.46953 1.10697
5370 1 1.38004 1.22402 1.05425
5371 1 -0.572647 1.08037 0.93908
5372 0 1.21502 1.37921 1.01379
5373 0 0.0488413 1.02307 0.985425
5374 0 2.12988 -0.333961 1.11241
5375 1 3.25129 -0.532315 1.18056
5376 1 2.21284 0.680479 1.09998
5377 1 2.40482 -0.125541 1.12289
5378 1 1.45704 1.36298 1.0271
5379 0 -0.337709 -0.362465 1.00209
5380 1 0.399688 2.23475 0.964972
5381 1 1.23505 4.46294 0.928452
5382 2 1.98941 0.876367 1.07509
5383 1 -0.168068 1.00506 0.960688
5384 0 -0.961483 -0.790363 0.969145
5385 1 2.1851 0.846458 1.07492
5386 0 0.561507 -0.257183 1.04589
5387 1 0.931367 1.02684 1.03591
